Entity,Code,Year,number_nondem_bmr_owid,number_dem_18_bmr_owid,number_dem_30_bmr_owid,number_dem_60_bmr_owid,number_dem_90_bmr_owid,number_dem_91plus_bmr_owid
World,OWID_WRL,1908,44,5,2,4,1,1
World,OWID_WRL,1909,42,7,2,4,1,1
World,OWID_WRL,1910,42,7,2,4,1,1
World,OWID_WRL,1911,39,9,2,4,1,1
World,OWID_WRL,1912,38,9,3,4,1,1
World,OWID_WRL,1913,36,9,3,4,1,1
World,OWID_WRL,1914,38,9,3,4,1,1
World,OWID_WRL,1915,39,8,3,4,1,1
World,OWID_WRL,1916,39,7,3,4,1,1
World,OWID_WRL,1917,40,8,3,3,2,1
World,OWID_WRL,1918,38,10,4,3,2,1
World,OWID_WRL,1919,36,12,6,3,2,1
World,OWID_WRL,1920,36,15,5,4,2,1
World,OWID_WRL,1921,36,16,5,4,2,1
World,OWID_WRL,1922,37,16,5,4,2,1
World,OWID_WRL,1923,38,16,5,4,2,1
World,OWID_WRL,1924,39,16,4,5,2,1
World,OWID_WRL,1925,42,15,4,5,2,1
World,OWID_WRL,1926,45,13,4,5,2,1
World,OWID_WRL,1927,45,13,3,5,3,1
World,OWID_WRL,1928,45,13,3,5,3,1
World,OWID_WRL,1929,46,11,4,5,3,1
World,OWID_WRL,1930,45,10,4,6,3,1
World,OWID_WRL,1931,45,11,1,7,4,1
World,OWID_WRL,1932,45,12,1,7,4,1
World,OWID_WRL,1933,47,10,1,7,4,1
World,OWID_WRL,1934,50,7,1,7,4,1
World,OWID_WRL,1935,51,6,2,7,4,1
World,OWID_WRL,1936,52,3,4,7,4,1
World,OWID_WRL,1937,52,3,4,7,4,1
World,OWID_WRL,1938,51,3,4,7,3,2
World,OWID_WRL,1939,48,3,3,7,3,2
World,OWID_WRL,1940,48,3,4,2,2,2
World,OWID_WRL,1941,42,3,3,3,2,2
World,OWID_WRL,1942,43,3,3,3,2,2
World,OWID_WRL,1943,42,4,3,3,2,2
World,OWID_WRL,1944,40,5,3,3,2,2
World,OWID_WRL,1945,40,13,3,2,3,2
World,OWID_WRL,1946,39,18,3,2,3,2
World,OWID_WRL,1947,42,17,2,3,2,3
World,OWID_WRL,1948,48,20,1,4,2,3
World,OWID_WRL,1949,48,22,1,4,2,3
World,OWID_WRL,1950,48,23,2,4,2,3
World,OWID_WRL,1951,49,23,2,4,2,3
World,OWID_WRL,1952,48,24,1,5,2,3
World,OWID_WRL,1953,49,23,1,5,2,3
World,OWID_WRL,1954,51,23,1,5,2,3
World,OWID_WRL,1955,52,24,1,5,2,3
World,OWID_WRL,1956,53,26,1,5,2,3
World,OWID_WRL,1957,55,26,1,5,1,4
World,OWID_WRL,1958,55,27,1,5,1,4
World,OWID_WRL,1959,55,27,1,5,1,4
World,OWID_WRL,1960,68,32,1,5,1,4
World,OWID_WRL,1961,70,32,2,4,2,4
World,OWID_WRL,1962,78,30,2,5,2,4
World,OWID_WRL,1963,80,22,8,5,2,4
World,OWID_WRL,1964,83,18,12,5,2,4
World,OWID_WRL,1965,87,19,11,5,2,4
World,OWID_WRL,1966,90,19,13,5,2,4
World,OWID_WRL,1967,93,16,14,5,2,4
World,OWID_WRL,1968,97,15,15,5,2,4
World,OWID_WRL,1969,99,13,15,5,2,4
World,OWID_WRL,1970,99,13,16,5,2,4
World,OWID_WRL,1971,101,15,16,4,3,4
World,OWID_WRL,1972,102,15,16,4,3,4
World,OWID_WRL,1973,103,17,15,3,3,4
World,OWID_WRL,1974,102,19,15,3,3,4
World,OWID_WRL,1975,105,22,9,9,2,5
World,OWID_WRL,1976,107,20,7,12,2,5
World,OWID_WRL,1977,109,19,7,11,3,5
World,OWID_WRL,1978,109,22,6,11,4,5
World,OWID_WRL,1979,106,26,5,13,4,5
World,OWID_WRL,1980,107,25,5,14,4,5
World,OWID_WRL,1981,108,25,5,14,4,5
World,OWID_WRL,1982,107,26,5,14,5,5
World,OWID_WRL,1983,105,28,5,14,5,5
World,OWID_WRL,1984,102,29,8,14,5,5
World,OWID_WRL,1985,102,30,8,14,5,5
World,OWID_WRL,1986,99,31,10,14,5,5
World,OWID_WRL,1987,100,30,10,14,5,5
World,OWID_WRL,1988,97,33,9,15,5,5
World,OWID_WRL,1989,97,33,8,16,5,5
World,OWID_WRL,1990,95,36,9,15,5,5
World,OWID_WRL,1991,98,49,10,15,4,6
World,OWID_WRL,1992,92,56,9,17,4,6
World,OWID_WRL,1993,89,60,10,17,4,6
World,OWID_WRL,1994,86,64,10,18,4,6
World,OWID_WRL,1995,86,64,11,18,4,6
World,OWID_WRL,1996,87,61,11,21,4,6
World,OWID_WRL,1997,85,61,14,21,4,6
World,OWID_WRL,1998,86,59,13,23,4,6
World,OWID_WRL,1999,86,58,14,23,4,6
World,OWID_WRL,2000,84,60,14,23,4,6
World,OWID_WRL,2001,82,59,16,23,3,7
World,OWID_WRL,2002,80,58,20,23,3,7
World,OWID_WRL,2003,78,57,21,24,3,7
World,OWID_WRL,2004,78,56,22,25,3,7
World,OWID_WRL,2005,78,57,21,19,9,7
World,OWID_WRL,2006,76,59,20,18,12,7
World,OWID_WRL,2007,77,57,20,19,11,8
World,OWID_WRL,2008,74,53,25,20,11,9
World,OWID_WRL,2009,76,41,34,21,12,9
World,OWID_WRL,2010,76,36,38,21,13,9
World,OWID_WRL,2011,74,37,38,22,13,9
World,OWID_WRL,2012,77,33,40,22,13,10
World,OWID_WRL,2013,77,32,39,24,13,10
World,OWID_WRL,2014,77,29,37,28,13,10
World,OWID_WRL,2015,74,28,38,30,13,10
World,OWID_WRL,2016,75,29,36,30,13,10
World,OWID_WRL,2017,76,27,37,30,13,10
World,OWID_WRL,2018,76,23,40,30,14,10
World,OWID_WRL,2019,75,24,39,31,14,10
World,OWID_WRL,2020,75,20,36,38,14,10
